County,Cases,Hospitalizations,Deaths,Date,State,Abbr,FIPS
Loudoun,1043,105,26,2020-05-06,Virginia,VA,51107
Louisa,51,9,0,2020-05-06,Virginia,VA,51109
Lunenburg,4,0,0,2020-05-06,Virginia,VA,51111
Madison,18,2,1,2020-05-06,Virginia,VA,51113
Mathews,4,1,0,2020-05-06,Virginia,VA,51115
Mecklenburg,109,22,10,2020-05-06,Virginia,VA,51117
Middlesex,7,0,0,2020-05-06,Virginia,VA,51119
Montgomery,61,9,1,2020-05-06,Virginia,VA,51121
Nelson,9,0,0,2020-05-06,Virginia,VA,51125
New Kent,26,5,1,2020-05-06,Virginia,VA,51127
Northampton,149,7,3,2020-05-06,Virginia,VA,51131
Northumberland,9,0,1,2020-05-06,Virginia,VA,51133
Nottoway,14,1,0,2020-05-06,Virginia,VA,51135
Orange,43,3,0,2020-05-06,Virginia,VA,51137
Page,122,13,11,2020-05-06,Virginia,VA,51139
Patrick,4,0,0,2020-05-06,Virginia,VA,51141
Pittsylvania,17,7,1,2020-05-06,Virginia,VA,51143
Powhatan,17,0,0,2020-05-06,Virginia,VA,51145
Prince Edward,63,5,2,2020-05-06,Virginia,VA,51147
Prince George,42,4,0,2020-05-06,Virginia,VA,51149
Prince William,2398,247,39,2020-05-06,Virginia,VA,51153
Pulaski,9,2,0,2020-05-06,Virginia,VA,51155
Rappahannock,7,0,0,2020-05-06,Virginia,VA,51157
Richmond County,187,6,2,2020-05-06,Virginia,VA,51159
Roanoke County,60,1,0,2020-05-06,Virginia,VA,51161
Rockbridge,8,0,0,2020-05-06,Virginia,VA,51163
Rockingham,310,20,1,2020-05-06,Virginia,VA,51165
Russell,6,2,0,2020-05-06,Virginia,VA,51167
Scott,7,2,1,2020-05-06,Virginia,VA,51169
Shenandoah,213,17,3,2020-05-06,Virginia,VA,51171
Smyth,13,4,0,2020-05-06,Virginia,VA,51173
Southampton,128,3,1,2020-05-06,Virginia,VA,51175
Spotsylvania,230,27,4,2020-05-06,Virginia,VA,51177
Stafford,334,52,2,2020-05-06,Virginia,VA,51179
Surry,4,1,1,2020-05-06,Virginia,VA,51181
Sussex,32,3,1,2020-05-06,Virginia,VA,51183
Tazewell,6,0,0,2020-05-06,Virginia,VA,51185
Warren,75,7,0,2020-05-06,Virginia,VA,51187
Washington,41,8,3,2020-05-06,Virginia,VA,51191
Westmoreland,33,5,0,2020-05-06,Virginia,VA,51193
Wise,22,9,1,2020-05-06,Virginia,VA,51195
Wythe,12,1,1,2020-05-06,Virginia,VA,51197
York,51,8,1,2020-05-06,Virginia,VA,51199
Alexandria,1060,127,29,2020-05-06,Virginia,VA,51510
Bristol,2,0,0,2020-05-06,Virginia,VA,51520
Buena Vista City,8,0,0,2020-05-06,Virginia,VA,51530
Charlottesville,65,13,2,2020-05-06,Virginia,VA,51540
Chesapeake,311,68,9,2020-05-06,Virginia,VA,51550
Colonial Heights,64,2,6,2020-05-06,Virginia,VA,51570
Covington,0,0,0,2020-05-06,Virginia,VA,51580
Danville,38,13,1,2020-05-06,Virginia,VA,51590
Emporia,47,9,3,2020-05-06,Virginia,VA,51595
Fairfax City,35,6,3,2020-05-06,Virginia,VA,51600
Falls Church,36,8,4,2020-05-06,Virginia,VA,51610
Franklin City,23,2,1,2020-05-06,Virginia,VA,51620
Fredericksburg,52,10,0,2020-05-06,Virginia,VA,51630
Galax,32,1,0,2020-05-06,Virginia,VA,51640
Hampton,131,28,3,2020-05-06,Virginia,VA,51650
Harrisonburg,552,33,20,2020-05-06,Virginia,VA,51660
Hopewell,33,11,0,2020-05-06,Virginia,VA,51670
Lexington,5,0,0,2020-05-06,Virginia,VA,51678
Lynchburg,68,6,1,2020-05-06,Virginia,VA,51680
Manassas City,332,38,1,2020-05-06,Virginia,VA,51683
Manassas Park,106,12,2,2020-05-06,Virginia,VA,51685
Martinsville,2,1,0,2020-05-06,Virginia,VA,51690
Newport News,137,35,10,2020-05-06,Virginia,VA,51700
Norfolk,270,48,5,2020-05-06,Virginia,VA,51710
Norton,2,2,0,2020-05-06,Virginia,VA,51720
Petersburg,41,15,2,2020-05-06,Virginia,VA,51730
Poquoson,7,2,0,2020-05-06,Virginia,VA,51735
Portsmouth,193,37,8,2020-05-06,Virginia,VA,51740
Radford,3,0,0,2020-05-06,Virginia,VA,51750
Richmond City,473,81,17,2020-05-06,Virginia,VA,51760
Roanoke City,88,6,1,2020-05-06,Virginia,VA,51770
Salem,30,2,0,2020-05-06,Virginia,VA,51775
Staunton,14,0,0,2020-05-06,Virginia,VA,51790
Suffolk,208,38,19,2020-05-06,Virginia,VA,51800
Virginia Beach,454,83,17,2020-05-06,Virginia,VA,51810
Waynesboro,20,1,0,2020-05-06,Virginia,VA,51820
Williamsburg,29,8,2,2020-05-06,Virginia,VA,51830
Winchester,61,2,0,2020-05-06,Virginia,VA,51840
Accomack,433,21,7,2020-05-05,Virginia,VA,51001
Albemarle,111,16,4,2020-05-05,Virginia,VA,51003
Alleghany,6,4,0,2020-05-05,Virginia,VA,51005
Amelia,18,7,1,2020-05-05,Virginia,VA,51007
Amherst,15,1,0,2020-05-05,Virginia,VA,51009
Appomattox,21,1,0,2020-05-05,Virginia,VA,51011
Arlington,1200,216,51,2020-05-05,Virginia,VA,51013
Augusta,54,2,1,2020-05-05,Virginia,VA,51015
Bath,0,0,0,2020-05-05,Virginia,VA,51017
Bedford,37,1,1,2020-05-05,Virginia,VA,51019
Bland,0,0,0,2020-05-05,Virginia,VA,51021
Botetourt,30,9,3,2020-05-05,Virginia,VA,51023
Brunswick,15,3,0,2020-05-05,Virginia,VA,51025
Buchanan,16,0,0,2020-05-05,Virginia,VA,51027
Buckingham,201,8,0,2020-05-05,Virginia,VA,51029
Campbell,13,2,0,2020-05-05,Virginia,VA,51031
Caroline,35,5,1,2020-05-05,Virginia,VA,51033
Carroll,21,2,0,2020-05-05,Virginia,VA,51035
Charles City,17,7,1,2020-05-05,Virginia,VA,51036
Charlotte,11,2,0,2020-05-05,Virginia,VA,51037
Chesterfield,681,57,25,2020-05-05,Virginia,VA,51041
Clarke,15,1,0,2020-05-05,Virginia,VA,51043
Craig,4,0,0,2020-05-05,Virginia,VA,51045
Culpeper,209,18,3,2020-05-05,Virginia,VA,51047
Cumberland,12,1,0,2020-05-05,Virginia,VA,51049
Dickenson,0,0,0,2020-05-05,Virginia,VA,51051
Dinwiddie,25,7,0,2020-05-05,Virginia,VA,51053
Essex,17,3,0,2020-05-05,Virginia,VA,51057
Fairfax,5016,824,206,2020-05-05,Virginia,VA,51059
Fauquier,148,12,4,2020-05-05,Virginia,VA,51061
Floyd,3,1,0,2020-05-05,Virginia,VA,51063
Fluvanna,76,20,6,2020-05-05,Virginia,VA,51065
Franklin County,23,3,0,2020-05-05,Virginia,VA,51067
Frederick,144,13,1,2020-05-05,Virginia,VA,51069
Giles,4,0,0,2020-05-05,Virginia,VA,51071
Gloucester,26,7,1,2020-05-05,Virginia,VA,51073
Goochland,81,11,5,2020-05-05,Virginia,VA,51075
Grayson,5,0,0,2020-05-05,Virginia,VA,51077
Greene,13,2,1,2020-05-05,Virginia,VA,51079
Greensville,43,13,7,2020-05-05,Virginia,VA,51081
Halifax,18,1,0,2020-05-05,Virginia,VA,51083
Hanover,153,37,14,2020-05-05,Virginia,VA,51085
Henrico,1000,141,109,2020-05-05,Virginia,VA,51087
Henry,20,3,1,2020-05-05,Virginia,VA,51089
Highland,2,0,0,2020-05-05,Virginia,VA,51091
Isle of Wight,101,10,3,2020-05-05,Virginia,VA,51093
James City,166,51,14,2020-05-05,Virginia,VA,51095
King and Queen,3,0,0,2020-05-05,Virginia,VA,51097
King George,38,13,4,2020-05-05,Virginia,VA,51099
King William,11,1,1,2020-05-05,Virginia,VA,51101
Lancaster,5,1,0,2020-05-05,Virginia,VA,51103
Lee,10,1,0,2020-05-05,Virginia,VA,51105
Loudoun,1025,102,25,2020-05-05,Virginia,VA,51107
Louisa,50,9,0,2020-05-05,Virginia,VA,51109
Lunenburg,4,0,0,2020-05-05,Virginia,VA,51111
Madison,18,2,1,2020-05-05,Virginia,VA,51113
Mathews,4,1,0,2020-05-05,Virginia,VA,51115
Mecklenburg,107,22,10,2020-05-05,Virginia,VA,51117
Middlesex,7,0,0,2020-05-05,Virginia,VA,51119
Montgomery,61,9,1,2020-05-05,Virginia,VA,51121
Nelson,9,0,0,2020-05-05,Virginia,VA,51125
New Kent,26,5,1,2020-05-05,Virginia,VA,51127
Northampton,143,5,1,2020-05-05,Virginia,VA,51131
Northumberland,9,0,0,2020-05-05,Virginia,VA,51133
Nottoway,14,1,0,2020-05-05,Virginia,VA,51135
Orange,42,3,0,2020-05-05,Virginia,VA,51137
Page,120,12,7,2020-05-05,Virginia,VA,51139
Patrick,3,0,0,2020-05-05,Virginia,VA,51141
Pittsylvania,17,7,1,2020-05-05,Virginia,VA,51143
Powhatan,16,0,0,2020-05-05,Virginia,VA,51145
Prince Edward,62,5,2,2020-05-05,Virginia,VA,51147
Prince George,40,4,0,2020-05-05,Virginia,VA,51149
Prince William,2304,241,37,2020-05-05,Virginia,VA,51153
Pulaski,9,2,0,2020-05-05,Virginia,VA,51155
Rappahannock,6,0,0,2020-05-05,Virginia,VA,51157
Richmond County,144,6,1,2020-05-05,Virginia,VA,51159
Roanoke County,59,1,0,2020-05-05,Virginia,VA,51161
Rockbridge,8,0,0,2020-05-05,Virginia,VA,51163
Rockingham,302,18,1,2020-05-05,Virginia,VA,51165
Russell,6,2,0,2020-05-05,Virginia,VA,51167
Scott,7,2,1,2020-05-05,Virginia,VA,51169
Shenandoah,190,15,3,2020-05-05,Virginia,VA,51171
Smyth,13,4,0,2020-05-05,Virginia,VA,51173
Southampton,128,3,1,2020-05-05,Virginia,VA,51175
Spotsylvania,223,25,4,2020-05-05,Virginia,VA,51177
Stafford,321,49,2,2020-05-05,Virginia,VA,51179
Surry,4,1,1,2020-05-05,Virginia,VA,51181
Sussex,32,3,1,2020-05-05,Virginia,VA,51183
Tazewell,6,0,0,2020-05-05,Virginia,VA,51185
Warren,71,6,0,2020-05-05,Virginia,VA,51187
Washington,41,8,3,2020-05-05,Virginia,VA,51191
Westmoreland,31,5,0,2020-05-05,Virginia,VA,51193
Wise,22,9,1,2020-05-05,Virginia,VA,51195
Wythe,12,1,1,2020-05-05,Virginia,VA,51197
York,50,7,1,2020-05-05,Virginia,VA,51199
Alexandria,1022,126,27,2020-05-05,Virginia,VA,51510
Bristol,2,0,0,2020-05-05,Virginia,VA,51520
Buena Vista City,8,0,0,2020-05-05,Virginia,VA,51530
Charlottesville,63,13,2,2020-05-05,Virginia,VA,51540
Chesapeake,306,67,9,2020-05-05,Virginia,VA,51550
Colonial Heights,62,2,6,2020-05-05,Virginia,VA,51570
Covington,0,0,0,2020-05-05,Virginia,VA,51580
Danville,38,13,1,2020-05-05,Virginia,VA,51590
Emporia,46,9,3,2020-05-05,Virginia,VA,51595
Fairfax City,34,6,2,2020-05-05,Virginia,VA,51600
Falls Church,36,8,4,2020-05-05,Virginia,VA,51610
Franklin City,23,2,1,2020-05-05,Virginia,VA,51620
Fredericksburg,48,10,0,2020-05-05,Virginia,VA,51630
Galax,31,1,0,2020-05-05,Virginia,VA,51640
Hampton,131,28,3,2020-05-05,Virginia,VA,51650
Harrisonburg,544,32,19,2020-05-05,Virginia,VA,51660
Hopewell,33,11,0,2020-05-05,Virginia,VA,51670
Lexington,5,0,0,2020-05-05,Virginia,VA,51678
Lynchburg,68,6,1,2020-05-05,Virginia,VA,51680
Manassas City,310,34,1,2020-05-05,Virginia,VA,51683
Manassas Park,101,12,2,2020-05-05,Virginia,VA,51685
Martinsville,2,1,0,2020-05-05,Virginia,VA,51690
Newport News,134,34,9,2020-05-05,Virginia,VA,51700
Norfolk,257,48,4,2020-05-05,Virginia,VA,51710
Norton,2,2,0,2020-05-05,Virginia,VA,51720
Petersburg,42,15,2,2020-05-05,Virginia,VA,51730
Poquoson,7,2,0,2020-05-05,Virginia,VA,51735
Portsmouth,189,37,8,2020-05-05,Virginia,VA,51740
Radford,3,0,0,2020-05-05,Virginia,VA,51750
Richmond City,453,77,17,2020-05-05,Virginia,VA,51760
Roanoke City,84,6,0,2020-05-05,Virginia,VA,51770
Salem,30,2,0,2020-05-05,Virginia,VA,51775
Staunton,14,0,0,2020-05-05,Virginia,VA,51790
Suffolk,207,38,15,2020-05-05,Virginia,VA,51800
Virginia Beach,449,83,17,2020-05-05,Virginia,VA,51810
Waynesboro,20,1,0,2020-05-05,Virginia,VA,51820
Williamsburg,29,8,2,2020-05-05,Virginia,VA,51830
Winchester,60,2,0,2020-05-05,Virginia,VA,51840
Accomack,429,21,7,2020-05-04,Virginia,VA,51001
Albemarle,110,16,4,2020-05-04,Virginia,VA,51003
Alleghany,6,4,0,2020-05-04,Virginia,VA,51005
Amelia,18,7,1,2020-05-04,Virginia,VA,51007
Amherst,15,1,0,2020-05-04,Virginia,VA,51009
Appomattox,21,0,0,2020-05-04,Virginia,VA,51011
Arlington,1169,196,49,2020-05-04,Virginia,VA,51013
Augusta,47,2,1,2020-05-04,Virginia,VA,51015
Bath,0,0,0,2020-05-04,Virginia,VA,51017
Bedford,36,1,0,2020-05-04,Virginia,VA,51019
Bland,0,0,0,2020-05-04,Virginia,VA,51021
Botetourt,29,9,3,2020-05-04,Virginia,VA,51023
Brunswick,15,3,0,2020-05-04,Virginia,VA,51025
Buchanan,16,0,0,2020-05-04,Virginia,VA,51027
Buckingham,171,8,0,2020-05-04,Virginia,VA,51029
Campbell,13,1,0,2020-05-04,Virginia,VA,51031
Caroline,34,5,1,2020-05-04,Virginia,VA,51033
Carroll,19,2,0,2020-05-04,Virginia,VA,51035
Charles City,17,5,1,2020-05-04,Virginia,VA,51036
Charlotte,11,2,0,2020-05-04,Virginia,VA,51037
Chesterfield,646,56,25,2020-05-04,Virginia,VA,51041
Clarke,12,1,0,2020-05-04,Virginia,VA,51043
Craig,4,0,0,2020-05-04,Virginia,VA,51045
Culpeper,201,18,3,2020-05-04,Virginia,VA,51047
Cumberland,12,1,0,2020-05-04,Virginia,VA,51049
Dickenson,0,0,0,2020-05-04,Virginia,VA,51051
Dinwiddie,25,7,0,2020-05-04,Virginia,VA,51053
Essex,17,3,0,2020-05-04,Virginia,VA,51057
Fairfax,4834,787,201,2020-05-04,Virginia,VA,51059
Fauquier,147,11,3,2020-05-04,Virginia,VA,51061
Floyd,3,1,0,2020-05-04,Virginia,VA,51063
Fluvanna,76,20,6,2020-05-04,Virginia,VA,51065
Franklin County,23,3,0,2020-05-04,Virginia,VA,51067
Frederick,132,13,1,2020-05-04,Virginia,VA,51069
Giles,4,0,0,2020-05-04,Virginia,VA,51071
Gloucester,26,7,1,2020-05-04,Virginia,VA,51073
Goochland,80,11,5,2020-05-04,Virginia,VA,51075
Grayson,5,0,0,2020-05-04,Virginia,VA,51077
Greene,13,2,1,2020-05-04,Virginia,VA,51079
Greensville,41,11,7,2020-05-04,Virginia,VA,51081
Halifax,18,1,0,2020-05-04,Virginia,VA,51083
Hanover,145,37,13,2020-05-04,Virginia,VA,51085
Henrico,985,139,106,2020-05-04,Virginia,VA,51087
Henry,19,2,1,2020-05-04,Virginia,VA,51089
Highland,2,0,0,2020-05-04,Virginia,VA,51091
Isle of Wight,100,10,3,2020-05-04,Virginia,VA,51093
James City,166,51,14,2020-05-04,Virginia,VA,51095
King and Queen,3,0,0,2020-05-04,Virginia,VA,51097
King George,36,13,4,2020-05-04,Virginia,VA,51099
King William,10,1,1,2020-05-04,Virginia,VA,51101
Lancaster,5,1,0,2020-05-04,Virginia,VA,51103
Lee,10,1,0,2020-05-04,Virginia,VA,51105
Loudoun,998,100,24,2020-05-04,Virginia,VA,51107
Louisa,50,9,0,2020-05-04,Virginia,VA,51109
Lunenburg,4,0,0,2020-05-04,Virginia,VA,51111
Madison,17,2,1,2020-05-04,Virginia,VA,51113
Mathews,4,1,0,2020-05-04,Virginia,VA,51115
Mecklenburg,106,21,10,2020-05-04,Virginia,VA,51117
Middlesex,7,0,0,2020-05-04,Virginia,VA,51119
Montgomery,61,9,1,2020-05-04,Virginia,VA,51121
Nelson,9,0,0,2020-05-04,Virginia,VA,51125
New Kent,26,5,1,2020-05-04,Virginia,VA,51127
Northampton,140,5,1,2020-05-04,Virginia,VA,51131
Northumberland,9,0,0,2020-05-04,Virginia,VA,51133
Nottoway,14,1,0,2020-05-04,Virginia,VA,51135
Orange,41,3,0,2020-05-04,Virginia,VA,51137
Page,113,12,5,2020-05-04,Virginia,VA,51139
Patrick,2,0,0,2020-05-04,Virginia,VA,51141
Pittsylvania,16,7,1,2020-05-04,Virginia,VA,51143
Powhatan,15,0,0,2020-05-04,Virginia,VA,51145
Prince Edward,58,5,2,2020-05-04,Virginia,VA,51147
Prince George,40,4,0,2020-05-04,Virginia,VA,51149
Prince William,2223,225,33,2020-05-04,Virginia,VA,51153
Pulaski,9,2,0,2020-05-04,Virginia,VA,51155
Rappahannock,6,0,0,2020-05-04,Virginia,VA,51157
Richmond County,143,6,1,2020-05-04,Virginia,VA,51159
Roanoke County,57,1,0,2020-05-04,Virginia,VA,51161
Rockbridge,8,0,0,2020-05-04,Virginia,VA,51163
Rockingham,282,16,1,2020-05-04,Virginia,VA,51165
Russell,5,2,0,2020-05-04,Virginia,VA,51167
Scott,7,2,1,2020-05-04,Virginia,VA,51169
Shenandoah,165,13,3,2020-05-04,Virginia,VA,51171
Smyth,13,4,0,2020-05-04,Virginia,VA,51173
Southampton,128,3,1,2020-05-04,Virginia,VA,51175
Spotsylvania,206,24,4,2020-05-04,Virginia,VA,51177
Stafford,308,49,2,2020-05-04,Virginia,VA,51179
Surry,4,1,1,2020-05-04,Virginia,VA,51181
Sussex,32,3,1,2020-05-04,Virginia,VA,51183
Tazewell,6,0,0,2020-05-04,Virginia,VA,51185
Warren,68,4,0,2020-05-04,Virginia,VA,51187
Washington,40,8,3,2020-05-04,Virginia,VA,51191
Westmoreland,30,5,0,2020-05-04,Virginia,VA,51193
Wise,22,9,1,2020-05-04,Virginia,VA,51195
Wythe,12,1,1,2020-05-04,Virginia,VA,51197
York,48,7,1,2020-05-04,Virginia,VA,51199
Alexandria,983,120,26,2020-05-04,Virginia,VA,51510
Bristol,2,0,0,2020-05-04,Virginia,VA,51520
Buena Vista City,6,0,0,2020-05-04,Virginia,VA,51530
Charlottesville,64,14,2,2020-05-04,Virginia,VA,51540
Chesapeake,293,65,9,2020-05-04,Virginia,VA,51550
Colonial Heights,58,2,6,2020-05-04,Virginia,VA,51570
Covington,0,0,0,2020-05-04,Virginia,VA,51580
Danville,37,13,1,2020-05-04,Virginia,VA,51590
Emporia,46,9,3,2020-05-04,Virginia,VA,51595
Fairfax City,33,5,2,2020-05-04,Virginia,VA,51600
Falls Church,36,8,4,2020-05-04,Virginia,VA,51610
Franklin City,23,2,1,2020-05-04,Virginia,VA,51620
Fredericksburg,45,8,0,2020-05-04,Virginia,VA,51630
Galax,25,1,0,2020-05-04,Virginia,VA,51640
Hampton,128,28,3,2020-05-04,Virginia,VA,51650
Harrisonburg,525,31,19,2020-05-04,Virginia,VA,51660
Hopewell,31,10,0,2020-05-04,Virginia,VA,51670
Lexington,5,0,0,2020-05-04,Virginia,VA,51678
Lynchburg,65,5,1,2020-05-04,Virginia,VA,51680
Manassas City,289,33,1,2020-05-04,Virginia,VA,51683
Manassas Park,96,11,2,2020-05-04,Virginia,VA,51685
Martinsville,2,1,0,2020-05-04,Virginia,VA,51690
Newport News,133,35,9,2020-05-04,Virginia,VA,51700
Norfolk,251,46,4,2020-05-04,Virginia,VA,51710
Norton,2,2,0,2020-05-04,Virginia,VA,51720
Petersburg,40,14,2,2020-05-04,Virginia,VA,51730
Poquoson,7,2,0,2020-05-04,Virginia,VA,51735
Portsmouth,187,36,8,2020-05-04,Virginia,VA,51740
Radford,3,0,0,2020-05-04,Virginia,VA,51750
Richmond City,438,76,16,2020-05-04,Virginia,VA,51760
Roanoke City,82,5,0,2020-05-04,Virginia,VA,51770
Salem,31,2,0,2020-05-04,Virginia,VA,51775
Staunton,13,0,0,2020-05-04,Virginia,VA,51790
Suffolk,205,37,15,2020-05-04,Virginia,VA,51800
Virginia Beach,445,83,15,2020-05-04,Virginia,VA,51810
Waynesboro,16,1,0,2020-05-04,Virginia,VA,51820
Williamsburg,27,7,2,2020-05-04,Virginia,VA,51830
Winchester,56,1,0,2020-05-04,Virginia,VA,51840
Accomack,425,21,6,2020-05-03,Virginia,VA,51001
Albemarle,110,16,4,2020-05-03,Virginia,VA,51003
Alleghany,6,4,0,2020-05-03,Virginia,VA,51005
Amelia,16,7,1,2020-05-03,Virginia,VA,51007
Amherst,14,1,0,2020-05-03,Virginia,VA,51009
Appomattox,21,0,0,2020-05-03,Virginia,VA,51011
Arlington,1139,194,47,2020-05-03,Virginia,VA,51013
Augusta,47,2,1,2020-05-03,Virginia,VA,51015
Bath,0,0,0,2020-05-03,Virginia,VA,51017
Bedford,35,1,0,2020-05-03,Virginia,VA,51019
Bland,0,0,0,2020-05-03,Virginia,VA,51021
Botetourt,28,9,3,2020-05-03,Virginia,VA,51023
Brunswick,15,3,0,2020-05-03,Virginia,VA,51025
Buchanan,16,0,0,2020-05-03,Virginia,VA,51027
Buckingham,137,8,0,2020-05-03,Virginia,VA,51029
Campbell,13,1,0,2020-05-03,Virginia,VA,51031
Caroline,32,5,1,2020-05-03,Virginia,VA,51033
Carroll,19,2,0,2020-05-03,Virginia,VA,51035
Charles City,17,5,1,2020-05-03,Virginia,VA,51036
Charlotte,10,1,0,2020-05-03,Virginia,VA,51037
Chesterfield,601,51,24,2020-05-03,Virginia,VA,51041
Clarke,10,1,0,2020-05-03,Virginia,VA,51043
Craig,3,0,0,2020-05-03,Virginia,VA,51045
Culpeper,196,16,3,2020-05-03,Virginia,VA,51047
Cumberland,12,1,0,2020-05-03,Virginia,VA,51049
Dickenson,0,0,0,2020-05-03,Virginia,VA,51051
Dinwiddie,23,6,0,2020-05-03,Virginia,VA,51053
Essex,16,2,0,2020-05-03,Virginia,VA,51057
Fairfax,4615,771,198,2020-05-03,Virginia,VA,51059
Fauquier,140,11,3,2020-05-03,Virginia,VA,51061
Floyd,3,1,0,2020-05-03,Virginia,VA,51063
Fluvanna,76,20,6,2020-05-03,Virginia,VA,51065
Franklin County,23,3,0,2020-05-03,Virginia,VA,51067
Frederick,126,13,1,2020-05-03,Virginia,VA,51069
Giles,4,0,0,2020-05-03,Virginia,VA,51071
Gloucester,27,6,1,2020-05-03,Virginia,VA,51073
Goochland,80,11,5,2020-05-03,Virginia,VA,51075
Grayson,4,0,0,2020-05-03,Virginia,VA,51077
Greene,12,2,1,2020-05-03,Virginia,VA,51079
Greensville,41,11,7,2020-05-03,Virginia,VA,51081
Halifax,19,1,0,2020-05-03,Virginia,VA,51083
Hanover,141,33,12,2020-05-03,Virginia,VA,51085
Henrico,964,137,105,2020-05-03,Virginia,VA,51087
Henry,19,2,1,2020-05-03,Virginia,VA,51089
Highland,2,0,0,2020-05-03,Virginia,VA,51091
Isle of Wight,99,9,2,2020-05-03,Virginia,VA,51093
James City,167,51,13,2020-05-03,Virginia,VA,51095
King and Queen,3,0,0,2020-05-03,Virginia,VA,51097
King George,35,13,4,2020-05-03,Virginia,VA,51099
King William,9,1,1,2020-05-03,Virginia,VA,51101
Lancaster,5,1,0,2020-05-03,Virginia,VA,51103
Lee,10,1,0,2020-05-03,Virginia,VA,51105
Loudoun,961,96,18,2020-05-03,Virginia,VA,51107
Louisa,49,9,0,2020-05-03,Virginia,VA,51109
Lunenburg,4,0,0,2020-05-03,Virginia,VA,51111
Madison,16,2,1,2020-05-03,Virginia,VA,51113
Mathews,4,1,0,2020-05-03,Virginia,VA,51115
Mecklenburg,106,21,10,2020-05-03,Virginia,VA,51117
Middlesex,7,0,0,2020-05-03,Virginia,VA,51119
Montgomery,59,7,1,2020-05-03,Virginia,VA,51121
Nelson,9,0,0,2020-05-03,Virginia,VA,51125
New Kent,26,4,1,2020-05-03,Virginia,VA,51127
Northampton,139,5,1,2020-05-03,Virginia,VA,51131
Northumberland,9,0,0,2020-05-03,Virginia,VA,51133
Nottoway,14,1,0,2020-05-03,Virginia,VA,51135
Orange,39,3,0,2020-05-03,Virginia,VA,51137
Page,113,11,2,2020-05-03,Virginia,VA,51139
Patrick,2,0,0,2020-05-03,Virginia,VA,51141
Pittsylvania,15,7,1,2020-05-03,Virginia,VA,51143
Powhatan,15,0,0,2020-05-03,Virginia,VA,51145
Prince Edward,55,5,2,2020-05-03,Virginia,VA,51147
Prince George,40,4,0,2020-05-03,Virginia,VA,51149
Prince William,2146,222,32,2020-05-03,Virginia,VA,51153
Pulaski,9,2,0,2020-05-03,Virginia,VA,51155
Rappahannock,6,0,0,2020-05-03,Virginia,VA,51157
Richmond County,145,7,0,2020-05-03,Virginia,VA,51159
Roanoke County,57,1,0,2020-05-03,Virginia,VA,51161
Rockbridge,7,0,0,2020-05-03,Virginia,VA,51163
Rockingham,269,15,1,2020-05-03,Virginia,VA,51165
Russell,5,2,0,2020-05-03,Virginia,VA,51167
Scott,7,2,1,2020-05-03,Virginia,VA,51169
Shenandoah,149,12,2,2020-05-03,Virginia,VA,51171
Smyth,13,4,0,2020-05-03,Virginia,VA,51173
Southampton,127,3,1,2020-05-03,Virginia,VA,51175
Spotsylvania,195,23,4,2020-05-03,Virginia,VA,51177
Stafford,288,47,2,2020-05-03,Virginia,VA,51179
Surry,4,1,1,2020-05-03,Virginia,VA,51181
Sussex,32,3,1,2020-05-03,Virginia,VA,51183
Tazewell,6,0,0,2020-05-03,Virginia,VA,51185
Warren,63,4,0,2020-05-03,Virginia,VA,51187
Washington,39,8,3,2020-05-03,Virginia,VA,51191
Westmoreland,31,5,0,2020-05-03,Virginia,VA,51193
Wise,22,9,1,2020-05-03,Virginia,VA,51195
Wythe,12,1,1,2020-05-03,Virginia,VA,51197
York,47,7,1,2020-05-03,Virginia,VA,51199
Alexandria,940,110,26,2020-05-03,Virginia,VA,51510
Bristol,2,0,0,2020-05-03,Virginia,VA,51520
Buena Vista City,6,0,0,2020-05-03,Virginia,VA,51530
Charlottesville,63,13,2,2020-05-03,Virginia,VA,51540
Chesapeake,284,63,9,2020-05-03,Virginia,VA,51550
Colonial Heights,57,2,6,2020-05-03,Virginia,VA,51570
Covington,0,0,0,2020-05-03,Virginia,VA,51580
Danville,37,13,1,2020-05-03,Virginia,VA,51590
Emporia,46,9,3,2020-05-03,Virginia,VA,51595
Fairfax City,33,5,2,2020-05-03,Virginia,VA,51600
Falls Church,36,8,4,2020-05-03,Virginia,VA,51610
Franklin City,23,2,1,2020-05-03,Virginia,VA,51620
Fredericksburg,45,8,0,2020-05-03,Virginia,VA,51630
Galax,25,1,0,2020-05-03,Virginia,VA,51640
Hampton,128,28,1,2020-05-03,Virginia,VA,51650
Harrisonburg,497,28,16,2020-05-03,Virginia,VA,51660
Hopewell,31,10,0,2020-05-03,Virginia,VA,51670
Lexington,6,0,0,2020-05-03,Virginia,VA,51678
Lynchburg,64,5,1,2020-05-03,Virginia,VA,51680
Manassas City,273,33,1,2020-05-03,Virginia,VA,51683
Manassas Park,88,11,2,2020-05-03,Virginia,VA,51685
Martinsville,2,1,0,2020-05-03,Virginia,VA,51690
Newport News,132,35,9,2020-05-03,Virginia,VA,51700
Norfolk,239,45,4,2020-05-03,Virginia,VA,51710
Norton,2,2,0,2020-05-03,Virginia,VA,51720
Petersburg,39,15,2,2020-05-03,Virginia,VA,51730
Poquoson,6,2,0,2020-05-03,Virginia,VA,51735
Portsmouth,183,35,8,2020-05-03,Virginia,VA,51740
Radford,3,0,0,2020-05-03,Virginia,VA,51750
Richmond City,419,72,16,2020-05-03,Virginia,VA,51760
